instance,outcome,possessing team
12024,success,away team
12025,success,away team
12026,success,away team
12027,success,away team
12028,success,away team
12029,success,away team
12030,success,away team
12031,success,away team
12032,success,away team
12033,success,away team
12034,success,away team
12035,success,away team
12036,success,away team
12037,success,away team
12038,success,away team
12039,success,away team
12040,success,away team
12041,success,away team
12042,success,away team
12043,success,away team
12044,success,away team
12045,success,away team
12046,success,away team
12047,success,away team
12048,success,away team
12049,success,away team
12050,success,away team
12051,success,away team
12052,success,away team
12053,success,away team
12054,success,away team
12055,success,away team
12056,success,away team
12057,success,away team
12058,success,away team
12059,success,away team
12060,success,away team
12061,success,away team
12062,success,away team
12077,success,away team
12078,success,away team
12079,success,away team
12080,success,away team
12081,success,away team
12082,success,away team
12083,success,away team
12084,success,away team
12085,success,away team
12086,success,away team
12087,success,away team
12088,success,away team
12089,success,away team
12090,success,away team
12091,success,away team
12092,success,away team
12093,success,away team
12094,success,away team
12095,success,away team
12096,success,away team
12106,success,away team
12107,success,away team
12108,success,away team
12109,success,away team
12110,success,away team
12111,success,away team
12112,success,away team
12113,success,away team
12114,success,away team
12115,success,away team
12116,success,away team
12117,success,away team
12118,success,away team
12119,success,away team
12120,success,away team
12121,success,away team
12122,success,away team
12123,success,away team
12124,success,away team
12133,success,away team
12134,success,away team
12135,success,away team
12136,success,away team
12137,success,away team
12138,success,away team
12139,success,away team
12140,success,away team
12141,success,away team
12142,success,away team
12143,success,away team
12144,success,away team
12145,success,away team
12146,success,away team
12147,success,away team
12148,success,away team
12149,success,away team
12150,success,away team
12151,success,away team
12152,success,away team
12153,success,away team
12154,success,away team
12155,success,away team
12156,success,away team
12157,success,away team
12158,success,away team
12159,success,away team
12160,success,away team
12161,success,away team
12162,success,away team
12163,success,away team
12164,success,away team
12181,success,away team
12182,success,away team
12183,success,away team
12184,success,away team
12185,success,away team
12186,success,away team
12187,success,away team
12188,success,away team
12189,success,away team
12190,success,away team
12191,success,away team
12192,success,away team
12193,success,away team
12194,success,away team
12195,success,away team
12196,success,away team
12197,success,away team
12200,success,home team
12201,success,home team
12202,success,home team
12203,success,home team
12204,success,home team
12205,success,home team
12206,success,home team
12207,success,home team
12208,success,home team
12209,success,home team
12210,success,home team
12211,success,home team
12212,success,home team
12213,success,home team
12214,success,home team
12215,success,home team
12216,success,home team
12217,success,home team
12218,success,home team
12219,success,home team
12220,success,home team
12221,success,home team
12222,success,home team
12223,success,home team
12224,success,home team
12225,success,home team
12226,success,home team
12227,success,home team
12228,success,home team
12229,success,home team
12245,success,away team
12246,success,away team
12247,success,away team
12248,success,away team
12249,success,away team
12250,success,away team
12251,success,away team
12252,success,away team
12253,success,away team
12254,success,away team
12255,success,away team
12256,success,away team
12268,success,away team
12269,success,away team
12270,success,away team
12271,success,away team
12272,success,away team
12273,success,away team
12274,success,away team
12291,success,away team
12292,success,away team
12293,success,away team
12294,success,away team
12295,success,away team
12296,success,away team
12297,success,away team
12298,success,away team
12299,success,away team
12300,success,away team
12320,success,away team
12321,success,away team
12322,success,away team
12323,success,away team
12324,success,away team
12325,success,away team
12326,success,away team
12327,success,away team
12328,success,away team
12329,success,away team
12330,success,away team
12331,success,away team
12332,success,away team
12333,success,away team
12334,success,away team
12335,success,away team
12336,success,away team
12337,success,away team
12338,success,away team
12339,success,away team
12340,success,away team
12341,success,away team
12342,success,away team
12343,success,away team
12344,success,away team
12345,success,away team
12346,success,away team
12347,success,away team
12349,success,home team
12350,success,home team
12351,success,home team
12352,success,home team
12353,success,home team
12354,success,home team
12360,success,home team
12361,success,home team
12362,success,home team
12363,success,home team
12364,success,home team
12371,success,home team
12372,success,home team
12373,success,home team
12374,success,home team
